"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000053312",NA,NA,"NA",NA,"No"
"ENSGALG00000053313",NA,NA,"NA",NA,"No"
"ENSGALG00000053314",NA,NA,"NA",NA,"No"
"ENSGALG00000053315",NA,NA,"NA",NA,"No"
"ENSGALG00000053316",NA,NA,"NA",NA,"No"
"ENSGALG00000053317",NA,NA,"NA",NA,"No"
"ENSGALG00000053318",64221,"ROBO3","NULL",NA,"No"
"ENSGALG00000053319",NA,NA,"NA",NA,"No"
"ENSGALG00000053320",NA,NA,"NA",NA,"No"
"ENSGALG00000053321",9046,"DOK2","DOK2",100857332,"No"
"ENSGALG00000053322",NA,NA,"NA",NA,"No"
"ENSGALG00000053323",NA,NA,"NA",NA,"No"
"ENSGALG00000053324",NA,NA,"NA",NA,"No"
"ENSGALG00000053325",NA,NA,"NA",NA,"No"
"ENSGALG00000053326",NA,NA,"NA",NA,"No"
"ENSGALG00000053327",NA,NA,"NA",NA,"No"
"ENSGALG00000053328",NA,NA,"NA",NA,"No"
"ENSGALG00000053329",NA,NA,"NA",NA,"No"
"ENSGALG00000053330",NA,NA,"NA",NA,"No"
"ENSGALG00000053331",NA,NA,"NA",NA,"No"
"ENSGALG00000053332",80178,"TEDC2","NULL",NA,"No"
"ENSGALG00000053333",NA,NA,"NA",NA,"No"
"ENSGALG00000053334",NA,NA,"NA",NA,"No"
"ENSGALG00000053335",55728,"N4BP2","NULL",NA,"No"
"ENSGALG00000053336",NA,NA,"NA",NA,"No"
"ENSGALG00000053337",NA,NA,"NA",NA,"No"
"ENSGALG00000053338",NA,NA,"NA",NA,"No"
"ENSGALG00000053339",NA,NA,"NA",NA,"No"
"ENSGALG00000053340",NA,NA,"NA",NA,"No"
"ENSGALG00000053341",NA,NA,"NA",NA,"No"
"ENSGALG00000053342",NA,NA,"NA",NA,"No"
"ENSGALG00000053343",2,"A2M","NULL",NA,"No"
"ENSGALG00000053344",NA,NA,"NA",NA,"No"
"ENSGALG00000053345",NA,NA,"NA",NA,"No"
"ENSGALG00000053346",NA,NA,"NA",NA,"No"
"ENSGALG00000053347",NA,NA,"NA",NA,"No"
"ENSGALG00000053348",NA,NA,"NA",NA,"No"
"ENSGALG00000053349",NA,NA,"NA",NA,"No"
"ENSGALG00000053350",NA,NA,"NA",NA,"No"
"ENSGALG00000053351",65266,"WNK4","NULL",NA,"No"
"ENSGALG00000053352",NA,NA,"NA",NA,"No"
"ENSGALG00000053353",23246,"BOP1","BOP1",425985,"No"
"ENSGALG00000053354",NA,NA,"NA",NA,"No"
"ENSGALG00000053355",NA,NA,"NA",NA,"No"
"ENSGALG00000053356",NA,NA,"NA",NA,"No"
"ENSGALG00000053357",NA,NA,"NA",NA,"No"
"ENSGALG00000053358",NA,NA,"NA",NA,"No"
"ENSGALG00000053359",NA,NA,"NA",NA,"No"
"ENSGALG00000053360",NA,NA,"NA",NA,"No"
"ENSGALG00000053361",NA,NA,"NA",NA,"No"
"ENSGALG00000053362",NA,NA,"NA",NA,"No"
"ENSGALG00000053363",56998,"CTNNBIP1","CTNNBIP1",771460,"No"
"ENSGALG00000053364",NA,NA,"NA",NA,"No"
"ENSGALG00000053365",741,"ZNHIT2","LOC107050463",107050463,"No"
"ENSGALG00000053366",NA,NA,"NA",NA,"No"
"ENSGALG00000053367",NA,NA,"NA",NA,"No"
"ENSGALG00000053368",NA,NA,"NA",NA,"No"
"ENSGALG00000053369",NA,NA,"NA",NA,"No"
"ENSGALG00000053370",NA,NA,"NA",NA,"No"
"ENSGALG00000053371",22795,"NID2","NULL",NA,"No"
"ENSGALG00000053372",NA,NA,"NA",NA,"No"
"ENSGALG00000053373",NA,NA,"NA",NA,"No"
"ENSGALG00000053374",NA,NA,"NA",NA,"No"
"ENSGALG00000053375",NA,NA,"NA",NA,"No"
"ENSGALG00000053376",NA,NA,"NA",NA,"No"
"ENSGALG00000053377",NA,NA,"NA",NA,"No"
"ENSGALG00000053378",NA,NA,"NA",NA,"No"
"ENSGALG00000053379",NA,"AC112229.3","NULL",NA,"No"
"ENSGALG00000053379",96626,"LIMS3","NULL",NA,"No"
"ENSGALG00000053379",NA,"AC013271.1","NULL",NA,"No"
"ENSGALG00000053379",100288695,"LIMS4","NULL",NA,"No"
"ENSGALG00000053379",3987,"LIMS1","NULL",NA,"No"
"ENSGALG00000053380",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053380",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053381",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053381",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053382",NA,NA,"NA",NA,"No"
"ENSGALG00000053383",221264,"AK9","NULL",NA,"No"
"ENSGALG00000053384",NA,NA,"NA",NA,"No"
"ENSGALG00000053385",NA,NA,"NA",NA,"No"
"ENSGALG00000053386",NA,NA,"NA",NA,"No"
"ENSGALG00000053387",NA,NA,"NA",NA,"No"
"ENSGALG00000053388",NA,NA,"NA",NA,"No"
"ENSGALG00000053389",NA,NA,"NA",NA,"No"
"ENSGALG00000053390",NA,NA,"NA",NA,"No"
"ENSGALG00000053391",90288,"EFCAB12","NULL",NA,"No"
"ENSGALG00000053392",NA,NA,"NA",NA,"No"
"ENSGALG00000053393",NA,NA,"NA",NA,"No"
"ENSGALG00000053394",NA,NA,"NA",NA,"No"
"ENSGALG00000053395",NA,NA,"NA",NA,"No"
"ENSGALG00000053396",NA,NA,"NA",NA,"No"
"ENSGALG00000053397",NA,NA,"NA",NA,"No"
"ENSGALG00000053398",283232,"TMEM80","TMEM80",769979,"No"
"ENSGALG00000053399",90957,"DHX57","NULL",NA,"No"
"ENSGALG00000053400",NA,NA,"NA",NA,"No"
"ENSGALG00000053401",NA,NA,"NA",NA,"No"
"ENSGALG00000053402",NA,NA,"NA",NA,"No"
"ENSGALG00000053403",NA,NA,"NA",NA,"No"
"ENSGALG00000053404",NA,NA,"NA",NA,"No"
"ENSGALG00000053405",132954,"PDCL2","NULL",NA,"No"
"ENSGALG00000053406",NA,NA,"NA",NA,"No"
"ENSGALG00000053407",NA,NA,"NA",NA,"No"
"ENSGALG00000053408",4703,"NEB","NULL",NA,"No"
"ENSGALG00000053409",NA,NA,"NA",NA,"No"
"ENSGALG00000053410",NA,NA,"NA",NA,"No"
"ENSGALG00000053411",NA,NA,"NA",NA,"No"
"ENSGALG00000053412",NA,NA,"NA",NA,"No"
"ENSGALG00000053413",NA,NA,"NA",NA,"No"
"ENSGALG00000053414",NA,NA,"NA",NA,"No"
"ENSGALG00000053415",NA,NA,"NA",NA,"No"
"ENSGALG00000053416",NA,NA,"NA",NA,"No"
"ENSGALG00000053417",NA,NA,"NA",NA,"No"
"ENSGALG00000053418",NA,NA,"NA",NA,"No"
"ENSGALG00000053419",NA,NA,"NA",NA,"No"
"ENSGALG00000053420",NA,NA,"NA",NA,"No"
"ENSGALG00000053421",NA,NA,"NA",NA,"No"
"ENSGALG00000053422",NA,NA,"NA",NA,"No"
"ENSGALG00000053423",NA,NA,"NA",NA,"No"
"ENSGALG00000053424",NA,NA,"NA",NA,"No"
"ENSGALG00000053425",1209,"CLPTM1","LOC107050300",107050300,"No"
"ENSGALG00000053426",NA,NA,"NA",NA,"No"
"ENSGALG00000053427",NA,NA,"NA",NA,"No"
"ENSGALG00000053428",NA,NA,"NA",NA,"No"
"ENSGALG00000053429",NA,NA,"NA",NA,"No"
"ENSGALG00000053430",NA,NA,"NA",NA,"No"
"ENSGALG00000053432",NA,NA,"NA",NA,"No"
"ENSGALG00000053433",NA,NA,"NA",NA,"No"
"ENSGALG00000053434",NA,NA,"NA",NA,"No"
"ENSGALG00000053435",NA,NA,"NA",NA,"No"
"ENSGALG00000053436",NA,NA,"NA",NA,"No"
"ENSGALG00000053437",NA,NA,"NA",NA,"No"
"ENSGALG00000053438",NA,NA,"NA",NA,"No"
"ENSGALG00000053439",3987,"LIMS1","NULL",NA,"No"
"ENSGALG00000053439",96626,"LIMS3","NULL",NA,"No"
"ENSGALG00000053439",NA,"AC013271.1","NULL",NA,"No"
"ENSGALG00000053439",100288695,"LIMS4","NULL",NA,"No"
"ENSGALG00000053439",NA,"AC112229.3","NULL",NA,"No"
"ENSGALG00000053440",NA,NA,"NA",NA,"No"
"ENSGALG00000053441",NA,NA,"NA",NA,"No"
"ENSGALG00000053442",NA,NA,"NA",NA,"No"
"ENSGALG00000053443",NA,NA,"NA",NA,"No"
"ENSGALG00000053444",6936,"GCFC2","NULL",NA,"No"
"ENSGALG00000053445",NA,NA,"NA",NA,"No"
"ENSGALG00000053446",874,"CBR3","LOC415662",415662,"No"
"ENSGALG00000053446",874,"CBR3","LOC107049164",107049164,"No"
"ENSGALG00000053447",NA,NA,"NA",NA,"No"
"ENSGALG00000053448",NA,NA,"NA",NA,"No"
"ENSGALG00000053449",482,"ATP1B2","NULL",NA,"No"
"ENSGALG00000053450",NA,NA,"NA",NA,"No"
"ENSGALG00000053451",NA,NA,"NA",NA,"No"
"ENSGALG00000053452",NA,NA,"NA",NA,"No"
"ENSGALG00000053453",NA,NA,"NA",NA,"No"
"ENSGALG00000053454",NA,NA,"NA",NA,"No"
"ENSGALG00000053455",NA,NA,"NA",NA,"No"
"ENSGALG00000053456",NA,NA,"NA",NA,"No"
"ENSGALG00000053457",56097,"PCDHGC5","NULL",NA,"No"
"ENSGALG00000053458",NA,NA,"NA",NA,"No"
"ENSGALG00000053459",NA,NA,"NA",NA,"No"
"ENSGALG00000053460",NA,NA,"NA",NA,"No"
"ENSGALG00000053461",NA,NA,"NA",NA,"No"
"ENSGALG00000053462",NA,NA,"NA",NA,"No"
"ENSGALG00000053463",NA,NA,"NA",NA,"No"
"ENSGALG00000053464",57577,"CCDC191","CCDC191",418352,"No"
"ENSGALG00000053465",NA,NA,"NA",NA,"No"
"ENSGALG00000053466",NA,NA,"NA",NA,"No"
"ENSGALG00000053467",NA,NA,"NA",NA,"No"
"ENSGALG00000053468",100287718,"ANKRD66","ANKRD66",101750448,"No"
"ENSGALG00000053469",NA,NA,"NA",NA,"No"
"ENSGALG00000053470",NA,NA,"NA",NA,"No"
"ENSGALG00000053471",NA,NA,"NA",NA,"No"
"ENSGALG00000053472",NA,NA,"NA",NA,"No"
"ENSGALG00000053473",NA,NA,"NA",NA,"No"
"ENSGALG00000053474",NA,NA,"NA",NA,"No"
"ENSGALG00000053475",NA,NA,"NA",NA,"No"
"ENSGALG00000053476",NA,NA,"NA",NA,"No"
"ENSGALG00000053477",NA,NA,"NA",NA,"No"
"ENSGALG00000053478",23552,"CDK20","CDK20",101750873,"No"
"ENSGALG00000053479",NA,NA,"NA",NA,"No"
"ENSGALG00000053480",NA,NA,"NA",NA,"No"
"ENSGALG00000053481",NA,NA,"NA",NA,"No"
"ENSGALG00000053482",NA,NA,"NA",NA,"No"
"ENSGALG00000053483",56113,"PCDHGA2","LOC427618",427618,"No"
"ENSGALG00000053484",NA,NA,"NA",NA,"No"
"ENSGALG00000053485",NA,NA,"NA",NA,"No"
"ENSGALG00000053486",NA,NA,"NA",NA,"No"
"ENSGALG00000053487",NA,NA,"NA",NA,"No"
"ENSGALG00000053488",NA,NA,"NA",NA,"No"
"ENSGALG00000053489",NA,NA,"NA",NA,"No"
"ENSGALG00000053490",200933,"FBXO45","FBXO45",770111,"No"
"ENSGALG00000053491",NA,NA,"NA",NA,"No"
"ENSGALG00000053492",NA,NA,"NA",NA,"No"
"ENSGALG00000053493",NA,NA,"NA",NA,"No"
"ENSGALG00000053494",NA,NA,"NA",NA,"No"
"ENSGALG00000053495",NA,NA,"NA",NA,"No"
"ENSGALG00000053496",NA,NA,"NA",NA,"No"
"ENSGALG00000053497",NA,NA,"NA",NA,"No"
"ENSGALG00000053498",NA,NA,"NA",NA,"No"
"ENSGALG00000053499",NA,NA,"NA",NA,"No"
"ENSGALG00000053500",NA,NA,"NA",NA,"No"
"ENSGALG00000053501",NA,NA,"NA",NA,"No"
"ENSGALG00000053502",NA,NA,"NA",NA,"No"
"ENSGALG00000053503",NA,NA,"NA",NA,"No"
"ENSGALG00000053504",NA,NA,"NA",NA,"No"
"ENSGALG00000053505",NA,NA,"NA",NA,"No"
"ENSGALG00000053506",NA,NA,"NA",NA,"No"
"ENSGALG00000053507",NA,NA,"NA",NA,"No"
"ENSGALG00000053508",NA,NA,"NA",NA,"No"
"ENSGALG00000053509",1663,"DDX11","DDX11",418144,"No"
"ENSGALG00000053510",NA,"AC068775.1","LOC107055489",107055489,"No"
"ENSGALG00000053510",346689,"KLRG2","LOC107055489",107055489,"No"
"ENSGALG00000053510",9976,"CLEC2B","LOC107055489",107055489,"No"
"ENSGALG00000053510",4973,"OLR1","LOC107055489",107055489,"No"
"ENSGALG00000053510",387836,"CLEC2A","LOC107055489",107055489,"No"
"ENSGALG00000053510",NA,"KLRC4-KLRK1","LOC107055489",107055489,"No"
"ENSGALG00000053510",8302,"KLRC4","LOC107055489",107055489,"No"
"ENSGALG00000053510",51266,"CLEC1B","LOC107055489",107055489,"No"
"ENSGALG00000053510",387837,"CLEC12B","LOC107055489",107055489,"No"
"ENSGALG00000053510",3823,"KLRC3","LOC107055489",107055489,"No"
"ENSGALG00000053510",3824,"KLRD1","LOC107055489",107055489,"No"
"ENSGALG00000053510",3821,"KLRC1","LOC107055489",107055489,"No"
"ENSGALG00000053510",51267,"CLEC1A","LOC107055489",107055489,"No"
"ENSGALG00000053510",100431172,"KLRF2","LOC107055489",107055489,"No"
"ENSGALG00000053510",3822,"KLRC2","LOC107055489",107055489,"No"
"ENSGALG00000053511",81575,"APOLD1","APOLD1",769889,"No"
"ENSGALG00000053512",NA,NA,"NA",NA,"No"
"ENSGALG00000053513",NA,NA,"NA",NA,"No"
"ENSGALG00000053514",NA,NA,"NA",NA,"No"
"ENSGALG00000053515",NA,NA,"NA",NA,"No"
"ENSGALG00000053516",NA,NA,"NA",NA,"No"
"ENSGALG00000053517",246184,"CDC26","CDC26",417269,"No"
"ENSGALG00000053518",NA,NA,"NA",NA,"No"
"ENSGALG00000053519",NA,NA,"NA",NA,"No"
"ENSGALG00000053520",NA,NA,"NA",NA,"No"
"ENSGALG00000053521",NA,NA,"NA",NA,"No"
"ENSGALG00000053522",NA,NA,"NA",NA,"No"
"ENSGALG00000053523",NA,NA,"NA",NA,"No"
"ENSGALG00000053524",NA,NA,"NA",NA,"No"
"ENSGALG00000053525",NA,NA,"NA",NA,"No"
"ENSGALG00000053526",4908,"NTF3","NTF3",428099,"No"
"ENSGALG00000053527",119695,"OR52R1","NULL",NA,"No"
"ENSGALG00000053528",NA,NA,"NA",NA,"No"
"ENSGALG00000053529",NA,NA,"NA",NA,"No"
"ENSGALG00000053530",NA,NA,"NA",NA,"No"
"ENSGALG00000053531",NA,NA,"NA",NA,"No"
"ENSGALG00000053532",NA,NA,"NA",NA,"No"
"ENSGALG00000053533",NA,NA,"NA",NA,"No"
"ENSGALG00000053534",NA,NA,"NA",NA,"No"
"ENSGALG00000053535",NA,NA,"NA",NA,"No"
"ENSGALG00000053536",NA,NA,"NA",NA,"No"
"ENSGALG00000053537",NA,NA,"NA",NA,"No"
"ENSGALG00000053538",NA,NA,"NA",NA,"No"
"ENSGALG00000053539",NA,NA,"NA",NA,"No"
"ENSGALG00000053540",NA,NA,"NA",NA,"No"
"ENSGALG00000053541",NA,NA,"NA",NA,"No"
"ENSGALG00000053542",NA,NA,"NA",NA,"No"
"ENSGALG00000053543",3913,"LAMB2","NULL",NA,"No"
"ENSGALG00000053544",NA,NA,"NA",NA,"No"
"ENSGALG00000053545",NA,NA,"NA",NA,"No"
"ENSGALG00000053546",NA,NA,"NA",NA,"No"
"ENSGALG00000053547",79923,"NANOG","NULL",NA,"No"
"ENSGALG00000053547",388112,"NANOGP8","NULL",NA,"No"
"ENSGALG00000053548",NA,NA,"NA",NA,"No"
"ENSGALG00000053549",101,"ADAM8","ADAM8",423672,"No"
"ENSGALG00000053550",339768,"ESPNL","THAP4",429271,"No"
"ENSGALG00000053551",NA,NA,"NA",NA,"No"
"ENSGALG00000053552",389792,"IER5L","IER5L",107052203,"No"
"ENSGALG00000053553",NA,NA,"NA",NA,"No"
"ENSGALG00000053554",NA,NA,"NA",NA,"No"
"ENSGALG00000053555",80344,"DCAF11","NULL",NA,"No"
"ENSGALG00000053555",NA,"AL136295.3","NULL",NA,"No"
"ENSGALG00000053556",NA,NA,"NA",NA,"No"
"ENSGALG00000053557",NA,NA,"NA",NA,"No"
"ENSGALG00000053558",NA,NA,"NA",NA,"No"
"ENSGALG00000053559",NA,NA,"NA",NA,"No"
"ENSGALG00000053560",157574,"FBXO16","FBXO16",771262,"No"
"ENSGALG00000053561",10388,"SYCP2","LOC107054872",107054872,"No"
"ENSGALG00000053562",NA,NA,"NA",NA,"No"
"ENSGALG00000053563",NA,NA,"NA",NA,"No"
"ENSGALG00000053564",NA,NA,"NA",NA,"No"
"ENSGALG00000053565",222235,"FBXL13","NULL",NA,"No"
"ENSGALG00000053566",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053566",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053567",NA,NA,"NA",NA,"No"
"ENSGALG00000053568",925,"CD8A","LOC107049158",107049158,"No"
"ENSGALG00000053569",NA,NA,"NA",NA,"No"
"ENSGALG00000053570",NA,NA,"NA",NA,"No"
"ENSGALG00000053571",NA,NA,"NA",NA,"No"
"ENSGALG00000053572",NA,NA,"NA",NA,"No"
"ENSGALG00000053573",NA,NA,"NA",NA,"No"
"ENSGALG00000053574",NA,NA,"NA",NA,"No"
"ENSGALG00000053575",9802,"DAZAP2","DAZAP2",107051549,"No"
"ENSGALG00000053576",NA,NA,"NA",NA,"No"
"ENSGALG00000053577",NA,NA,"NA",NA,"No"
"ENSGALG00000053578",152206,"CCDC13","NULL",NA,"No"
"ENSGALG00000053578",NA,"AC006059.2","NULL",NA,"No"
"ENSGALG00000053579",NA,NA,"NA",NA,"No"
"ENSGALG00000053580",NA,NA,"NA",NA,"No"
"ENSGALG00000053581",NA,NA,"NA",NA,"No"
"ENSGALG00000053582",NA,NA,"NA",NA,"No"
"ENSGALG00000053583",84787,"KMT5C","KMT5C",101748081,"No"
"ENSGALG00000053584",NA,NA,"NA",NA,"No"
"ENSGALG00000053585",NA,NA,"NA",NA,"No"
"ENSGALG00000053586",NA,NA,"NA",NA,"No"
"ENSGALG00000053587",NA,NA,"NA",NA,"No"
"ENSGALG00000053588",NA,NA,"NA",NA,"No"
"ENSGALG00000053589",9743,"ARHGAP32","NULL",NA,"No"
"ENSGALG00000053590",NA,NA,"NA",NA,"No"
"ENSGALG00000053591",NA,NA,"NA",NA,"No"
"ENSGALG00000053592",NA,NA,"NA",NA,"No"
"ENSGALG00000053593",NA,NA,"NA",NA,"No"
"ENSGALG00000053594",NA,NA,"NA",NA,"No"
"ENSGALG00000053595",80319,"CXXC4","NULL",NA,"No"
"ENSGALG00000053596",NA,NA,"NA",NA,"No"
"ENSGALG00000053597",55796,"MBNL3","MBNL3",422233,"No"
"ENSGALG00000053598",NA,NA,"NA",NA,"No"
"ENSGALG00000053599",NA,NA,"NA",NA,"No"
"ENSGALG00000053600",NA,NA,"NA",NA,"No"
"ENSGALG00000053601",9404,"LPXN","LPXN",423129,"No"
"ENSGALG00000053602",NA,NA,"NA",NA,"No"
"ENSGALG00000053603",NA,NA,"NA",NA,"No"
"ENSGALG00000053604",NA,NA,"NA",NA,"No"
"ENSGALG00000053605",NA,NA,"NA",NA,"No"
"ENSGALG00000053606",NA,NA,"NA",NA,"No"
"ENSGALG00000053607",NA,NA,"NA",NA,"No"
"ENSGALG00000053608",NA,NA,"NA",NA,"No"
"ENSGALG00000053609",NA,NA,"NA",NA,"No"
"ENSGALG00000053610",NA,NA,"NA",NA,"No"
"ENSGALG00000053611",NA,NA,"NA",NA,"No"
"ENSGALG00000053612",NA,NA,"NA",NA,"No"
"ENSGALG00000053613",NA,NA,"NA",NA,"No"
"ENSGALG00000053614",NA,NA,"NA",NA,"No"
"ENSGALG00000053615",NA,NA,"NA",NA,"No"
"ENSGALG00000053616",NA,NA,"NA",NA,"No"
"ENSGALG00000053617",NA,NA,"NA",NA,"No"
"ENSGALG00000053618",NA,NA,"NA",NA,"No"
"ENSGALG00000053619",NA,NA,"NA",NA,"No"
"ENSGALG00000053620",NA,NA,"NA",NA,"No"
"ENSGALG00000053621",NA,NA,"NA",NA,"No"
"ENSGALG00000053622",NA,NA,"NA",NA,"No"
"ENSGALG00000053623",119695,"OR52R1","LOC769317",769317,"No"
"ENSGALG00000053624",NA,NA,"NA",NA,"No"
"ENSGALG00000053625",246329,"STAC3","LOC107050760",107050760,"No"
"ENSGALG00000053626",2204,"FCAR","LOC107050390",107050390,"No"
"ENSGALG00000053626",3904,"LAIR2","LOC107050390",107050390,"No"
"ENSGALG00000053627",NA,NA,"NA",NA,"No"
"ENSGALG00000053628",NA,"TRAV26-1","NULL",NA,"No"
"ENSGALG00000053628",NA,"TRAV4","NULL",NA,"No"
"ENSGALG00000053629",NA,NA,"NA",NA,"No"
"ENSGALG00000053630",NA,NA,"NA",NA,"No"
"ENSGALG00000053631",113220,"KIF12","KIF12",427829,"No"
"ENSGALG00000053632",NA,NA,"NA",NA,"No"
"ENSGALG00000053633",NA,NA,"NA",NA,"No"
"ENSGALG00000053634",NA,NA,"NA",NA,"No"
"ENSGALG00000053635",NA,NA,"NA",NA,"No"
"ENSGALG00000053636",NA,NA,"NA",NA,"No"
"ENSGALG00000053637",NA,NA,"NA",NA,"No"
"ENSGALG00000053638",NA,NA,"NA",NA,"No"
"ENSGALG00000053639",NA,NA,"NA",NA,"No"
"ENSGALG00000053640",64412,"GZF1","GZF1",421233,"No"
"ENSGALG00000053641",NA,NA,"NA",NA,"No"
"ENSGALG00000053642",NA,NA,"NA",NA,"No"
"ENSGALG00000053643",NA,NA,"NA",NA,"No"
"ENSGALG00000053644",NA,NA,"NA",NA,"No"
"ENSGALG00000053645",NA,NA,"NA",NA,"No"
"ENSGALG00000053646",NA,NA,"NA",NA,"No"
"ENSGALG00000053647",NA,NA,"NA",NA,"No"
"ENSGALG00000053648",81629,"TSSK3","TSSK3",771376,"No"
"ENSGALG00000053649",NA,NA,"NA",NA,"No"
"ENSGALG00000053650",NA,NA,"NA",NA,"No"
"ENSGALG00000053651",NA,NA,"NA",NA,"No"
"ENSGALG00000053652",NA,NA,"NA",NA,"No"
"ENSGALG00000053653",168544,"ZNF467","LOC107052491",107052491,"No"
"ENSGALG00000053654",NA,NA,"NA",NA,"No"
"ENSGALG00000053655",NA,NA,"NA",NA,"No"
"ENSGALG00000053656",NA,NA,"NA",NA,"No"
"ENSGALG00000053657",26524,"LATS2","LATS2",418949,"No"
"ENSGALG00000053658",NA,NA,"NA",NA,"No"
"ENSGALG00000053659",NA,NA,"NA",NA,"No"
"ENSGALG00000053660",NA,NA,"NA",NA,"No"
"ENSGALG00000053661",NA,NA,"NA",NA,"No"
"ENSGALG00000053662",NA,NA,"NA",NA,"No"
"ENSGALG00000053663",NA,NA,"NA",NA,"No"
"ENSGALG00000053664",NA,NA,"NA",NA,"No"
"ENSGALG00000053665",NA,NA,"NA",NA,"No"
"ENSGALG00000053666",NA,NA,"NA",NA,"No"
"ENSGALG00000053667",NA,NA,"NA",NA,"No"
"ENSGALG00000053668",NA,NA,"NA",NA,"No"
"ENSGALG00000053669",NA,NA,"NA",NA,"No"
"ENSGALG00000053670",1955,"MEGF9","NULL",NA,"No"
"ENSGALG00000053671",NA,NA,"NA",NA,"No"
"ENSGALG00000053672",NA,NA,"NA",NA,"No"
"ENSGALG00000053673",NA,NA,"NA",NA,"No"
"ENSGALG00000053674",NA,NA,"NA",NA,"No"
"ENSGALG00000053675",157680,"VPS13B","NULL",NA,"No"
"ENSGALG00000053676",NA,NA,"NA",NA,"No"
"ENSGALG00000053677",NA,NA,"NA",NA,"No"
"ENSGALG00000053678",NA,NA,"NA",NA,"No"
"ENSGALG00000053679",NA,NA,"NA",NA,"No"
"ENSGALG00000053680",NA,NA,"NA",NA,"No"
"ENSGALG00000053681",NA,NA,"NA",NA,"No"
"ENSGALG00000053682",NA,NA,"NA",NA,"No"
"ENSGALG00000053683",1783,"DYNC1LI2","NULL",NA,"No"
"ENSGALG00000053684",NA,NA,"NA",NA,"No"
"ENSGALG00000053685",NA,NA,"NA",NA,"No"
"ENSGALG00000053686",NA,NA,"NA",NA,"No"
"ENSGALG00000053687",NA,NA,"NA",NA,"No"
"ENSGALG00000053688",NA,NA,"NA",NA,"No"
"ENSGALG00000053689",65980,"BRD9","BRD9",420799,"No"
"ENSGALG00000053690",5409,"PNMT","PNMT",100858738,"No"
"ENSGALG00000053691",NA,NA,"NA",NA,"No"
"ENSGALG00000053692",NA,NA,"NA",NA,"No"
"ENSGALG00000053693",NA,NA,"NA",NA,"No"
"ENSGALG00000053694",NA,NA,"NA",NA,"No"
"ENSGALG00000053695",NA,NA,"NA",NA,"No"
"ENSGALG00000053696",NA,NA,"NA",NA,"No"
"ENSGALG00000053697",128218,"TMEM125","TMEM125",424560,"No"
"ENSGALG00000053698",NA,NA,"NA",NA,"No"
"ENSGALG00000053699",7180,"CRISP2","LOC428667",428667,"No"
"ENSGALG00000053700",NA,NA,"NA",NA,"No"
"ENSGALG00000053701",440435,"GPR179","GPR179",107055290,"No"
"ENSGALG00000053702",NA,NA,"NA",NA,"No"
"ENSGALG00000053703",NA,NA,"NA",NA,"No"
"ENSGALG00000053704",NA,NA,"NA",NA,"No"
"ENSGALG00000053705",1755,"DMBT1","NULL",NA,"No"
"ENSGALG00000053706",NA,NA,"NA",NA,"No"
"ENSGALG00000053707",NA,NA,"NA",NA,"No"
"ENSGALG00000053708",3904,"LAIR2","LOC112531167",112531167,"No"
"ENSGALG00000053708",2204,"FCAR","LOC112531167",112531167,"No"
"ENSGALG00000053709",NA,NA,"NA",NA,"No"
"ENSGALG00000053710",NA,NA,"NA",NA,"No"
"ENSGALG00000053711",NA,NA,"NA",NA,"No"
"ENSGALG00000053712",NA,NA,"NA",NA,"No"
"ENSGALG00000053713",NA,NA,"NA",NA,"No"
"ENSGALG00000053714",NA,NA,"NA",NA,"No"
"ENSGALG00000053715",NA,NA,"NA",NA,"No"
"ENSGALG00000053716",NA,NA,"NA",NA,"No"
"ENSGALG00000053717",NA,NA,"NA",NA,"No"
"ENSGALG00000053718",NA,NA,"NA",NA,"No"
"ENSGALG00000053719",NA,NA,"NA",NA,"No"
"ENSGALG00000053720",NA,NA,"NA",NA,"No"
"ENSGALG00000053721",23255,"MTCL1","NULL",NA,"No"
"ENSGALG00000053722",NA,NA,"NA",NA,"No"
"ENSGALG00000053723",NA,NA,"NA",NA,"No"
"ENSGALG00000053724",NA,NA,"NA",NA,"No"
"ENSGALG00000053725",NA,NA,"NA",NA,"No"
"ENSGALG00000053726",NA,NA,"NA",NA,"No"
"ENSGALG00000053727",NA,NA,"NA",NA,"No"
"ENSGALG00000053728",NA,NA,"NA",NA,"No"
"ENSGALG00000053729",NA,NA,"NA",NA,"No"
"ENSGALG00000053730",NA,NA,"NA",NA,"No"
"ENSGALG00000053731",NA,NA,"NA",NA,"No"
"ENSGALG00000053732",NA,NA,"NA",NA,"No"
"ENSGALG00000053733",NA,NA,"NA",NA,"No"
"ENSGALG00000053734",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000053734",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000053735",NA,NA,"NA",NA,"No"
"ENSGALG00000053736",NA,NA,"NA",NA,"No"
"ENSGALG00000053737",NA,NA,"NA",NA,"No"
"ENSGALG00000053738",NA,NA,"NA",NA,"No"
"ENSGALG00000053739",NA,NA,"NA",NA,"No"
